community_id,community_name,community_aliases,community_type,local_govt_council,ward,land_council,electorate,ntg_region,population_count,population_source,latitude,longitude,bushtel_url
93,LILTJERA,"LILTJIRA,LILTSERE,LJILJERA,LYILTJARA,LYILTJERA",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,6,Homelands Service Provider Report 2023,-23.9364,132.63779,https://bushtel.nt.gov.au/profile/93
24996,LILY HOLE,"LILY HOLE BORE,LILY ROCK HOLE",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,6,Homelands Service Provider Report 2023,-17.24737,133.74957,https://bushtel.nt.gov.au/profile/24996
613,LINGARA,"LINGARRA,OLD HUMBERT RIVER,WALANGERI",Family Outstation,VICTORIA DALY,WALANGERI,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,46,Homelands Service Provider Report 2023,-16.48694,130.64333,https://bushtel.nt.gov.au/profile/613
91,LITTLE WELL,"ALURALKWA ASSOC,ALURALKWE",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,6,Homelands Service Provider Report 2023,-24.13547,135.33314,https://bushtel.nt.gov.au/profile/91
856,LIZARD BORE,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.30034,131.13465,https://bushtel.nt.gov.au/profile/856
92,LTIRA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,16,Homelands Service Provider Report 2023,-24.05709,132.90182,https://bushtel.nt.gov.au/profile/92
614,LUL-TJU,"LUL'TJU,LUTTJU",Family Outstation,CENTRAL DESERT,NORTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-18.37671,130.59313,https://bushtel.nt.gov.au/profile/614
871,LUNTHARRA,LUNTALRA,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,1,Homelands Service Provider Report 2023,-23.73543,132.04497,https://bushtel.nt.gov.au/profile/871
94,LYILYALANAMA,IYNGIYNYALA,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,3,Homelands Service Provider Report 2023,-23.94724,132.74474,https://bushtel.nt.gov.au/profile/94
28,MALA,No aliases recorded with NTG DIPL,Family Outstation,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-21.69494,130.85331,https://bushtel.nt.gov.au/profile/28
376,MALGAWA,"MARLGAWO,MOLGAWO,MORLGAWO",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,12,Homelands Service Provider Report 2023,-12.83887,133.91826,https://bushtel.nt.gov.au/profile/376
522,MALKALA,MALKULA CREEK,Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,97,Homelands Service Provider Report 2023,-13.8914,136.44224,https://bushtel.nt.gov.au/profile/522
851,MALLARRAMI,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,9,Homelands Service Provider Report 2023,-11.77541,136.53563,https://bushtel.nt.gov.au/profile/851
523,MALNJANGARNAK,"MALANGANAK,MALNYANGANAK",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,9,Homelands Service Provider Report 2023,-12.66057,134.77335,https://bushtel.nt.gov.au/profile/523
355,MAMADAWERRE,"MAMADAWERRI,SOUTH GUMADEER",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,75,Homelands Service Provider Report 2023,-12.25629,133.65782,https://bushtel.nt.gov.au/profile/355
694,MAMADI,INVERWAY,Family Outstation,VICTORIA DALY,DAGURAGU,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-17.84951,129.63515,https://bushtel.nt.gov.au/profile/694
816,MANANGOORA,"WONMURRI,WONMURRIE",Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,2,Homelands Service Provider Report 2023,-16.0515,136.86085,https://bushtel.nt.gov.au/profile/816
897,MANDEDJKADJANG,MANDAJGARDAJANG,Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,9,Homelands Service Provider Report 2023,-12.26454,134.03056,https://bushtel.nt.gov.au/profile/897
359,MANDILBARRENG,"MANDALBARENG,MANDILBARENG",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,8,Homelands Service Provider Report 2023,-12.27402,133.58456,https://bushtel.nt.gov.au/profile/359
361,MANGARDUBU,"COOPERS CREEK,MANGADUBU,MANGARDABU",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.0937,133.1864,https://bushtel.nt.gov.au/profile/361
360,MANKORLOD,"MANGALOD,NGANKDRLORD,NGANKORLOUD",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,26,Homelands Service Provider Report 2023,-12.56501,134.27067,https://bushtel.nt.gov.au/profile/360
97,MANTAPAYIKA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-25.47458,130.22561,https://bushtel.nt.gov.au/profile/97
902,MAPERTE,"JERVOIS,LUCY CREEK,MAPERTA",Family Outstation,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-22.54159,136.38103,https://bushtel.nt.gov.au/profile/902
618,MARIA LAGOON,"NUMULTJA,ST VIDGEONS' STATION",Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-15.29989,135.44463,https://bushtel.nt.gov.au/profile/618
828,MARIAH,RAFFLES BAY,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.22968,132.38022,https://bushtel.nt.gov.au/profile/828
994,MARINIRI,MARINRI,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,,Not recorded,-16.67001,136.9014,https://bushtel.nt.gov.au/profile/994
325,MARLWON,"KIKIKYOWH,LADY DREAMING,MALWORN",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.13453,133.86307,https://bushtel.nt.gov.au/profile/325
619,MARRALUM,"LEGUNE STATION,MARRALAM",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,18,Homelands Service Provider Report 2023,-15.39109,129.25026,https://bushtel.nt.gov.au/profile/619
894,MARRAMARRANI,No aliases recorded with NTG DIPL,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.30261,132.55341,https://bushtel.nt.gov.au/profile/894
527,MARRAYA,MARRAIYA,Family Outstation,ROPER GULF,NUMBULWAR NUMBURINDI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-13.83939,135.80099,https://bushtel.nt.gov.au/profile/527
899,MARRKALAWA,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,NUMBULWAR NUMBURINDI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,10,Homelands Service Provider Report 2023,-13.57423,135.7131,https://bushtel.nt.gov.au/profile/899
368,MARRKOLIDJBAN,"MARRGOLIDJBAN,MARRKILIDBAN,MARRKOLIDBAN",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,21,Homelands Service Provider Report 2023,-12.23751,134.06446,https://bushtel.nt.gov.au/profile/368
528,MARTJANBA,"JENSEN BAY,MARCHINBAR ISLAND,RIMBIJA ISLAND",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-11.17006,136.70702,https://bushtel.nt.gov.au/profile/528
529,MATAMATA,MATA MATA,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,7,Homelands Service Provider Report 2023,-12.07676,136.27125,https://bushtel.nt.gov.au/profile/529
530,MAWULYUMANJA,"MANULYUMANJA,MAWALYUMANTTJA,THOMPSON BAY,THOMPSON'S BAY",Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,9,Homelands Service Provider Report 2023,-13.84278,136.72335,https://bushtel.nt.gov.au/profile/530
101,MBALKANAKA,SALT HOLE,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,2,Homelands Service Provider Report 2023,-23.95349,132.87547,https://bushtel.nt.gov.au/profile/101
102,MBUNGHARA,"BUNGHARA,DASHWOOD,UMPANGARA,UMPANGARI",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,42,Homelands Service Provider Report 2023,-23.29071,132.35891,https://bushtel.nt.gov.au/profile/102
847,MCDONALDS YARD,"BURURU,PURURU",Family Outstation,VICTORIA DALY,DAGURAGU,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-17.78239,130.59211,https://bushtel.nt.gov.au/profile/847
951,MENNGEN,"DJALIBANG,INNESVALE STATION,JALIJBANG",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,43,Homelands Service Provider Report 2023,-15.35696,131.27307,https://bushtel.nt.gov.au/profile/951
872,MERRAL NTARRAKALA,MERRALNTARRAKALA,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,7,Homelands Service Provider Report 2023,-23.91418,132.82865,https://bushtel.nt.gov.au/profile/872
717,MERREPEN,MATAPAN,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,26,Homelands Service Provider Report 2023,-14.22128,129.96735,https://bushtel.nt.gov.au/profile/717
372,MEWIRNBI,MEWIRNABI,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,40,Homelands Service Provider Report 2023,-12.12529,134.76806,https://bushtel.nt.gov.au/profile/372
373,MIKGINJ VALLEY,"MIKGIN,MIKGINJ,MIKINJ,MIKINJ VALLEY",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,12,Homelands Service Provider Report 2023,-12.47966,133.07465,https://bushtel.nt.gov.au/profile/373
987,MILIBUNTHURRA,MILLIBUNTHURRA,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,4,Homelands Service Provider Report 2023,-15.96231,136.42333,https://bushtel.nt.gov.au/profile/987
830,MILMILNGKAN,BURLNGANDI,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,27,Homelands Service Provider Report 2023,-12.52316,134.24731,https://bushtel.nt.gov.au/profile/830
724,MIMINA,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,,Not recorded,-16.80211,136.83428,https://bushtel.nt.gov.au/profile/724
745,MIRRIDI,MIRRIRDI,Family Outstation,CENTRAL DESERT,NORTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-19.01873,130.77884,https://bushtel.nt.gov.au/profile/745
535,MIRRNATJA,MIRRNGATJA,Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,7,Homelands Service Provider Report 2023,-12.65779,135.19307,https://bushtel.nt.gov.au/profile/535
626,MISTAKE CREEK,MOONDABIJERRA,Family Outstation,VICTORIA DALY,DAGURAGU,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-17.10927,129.04319,https://bushtel.nt.gov.au/profile/626
536,MIWUL,MIWAL,Family Outstation,ROPER GULF,NUMBULWAR NUMBURINDI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.03209,135.91266,https://bushtel.nt.gov.au/profile/536
827,MOBARN,"BLUE WATER,MORBON",Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-13.57939,134.35499,https://bushtel.nt.gov.au/profile/827
627,MOLE HILL,GOONDBUROON,Family Outstation,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,2,Homelands Service Provider Report 2023,-14.87499,133.83303,https://bushtel.nt.gov.au/profile/627
628,MOMOB,"BULMAN GORGE,MORMOB",Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-13.35693,134.26915,https://bushtel.nt.gov.au/profile/628
15203,MOOLOOLOO,No aliases recorded with NTG DIPL,Family Outstation,VICTORIA DALY,WALANGERI,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-16.33559,131.51505,https://bushtel.nt.gov.au/profile/15203
990,MOOLOOWA,"CAPE VANDERLIN,MULUWA",Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,5,Homelands Service Provider Report 2023,-15.62411,137.00053,https://bushtel.nt.gov.au/profile/990
501,MOORONGA,"GARANDJIRRNGURA,GARMALATJIRRINA,MOOROONGGA ISLAND,MOORUNGA ISLAND",Family Outstation,EAST ARNHEM,GUMURR GATTJIRRK,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,13,Homelands Service Provider Report 2023,-11.92119,135.0749,https://bushtel.nt.gov.au/profile/501
105,MORRIS GAP,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-24.1307,131.4532,https://bushtel.nt.gov.au/profile/105
106,MOTNAS,MOTNA'S CAMP,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,3,Homelands Service Provider Report 2023,-23.94974,132.76946,https://bushtel.nt.gov.au/profile/106
109,MOUNT BARKLY,"BAU,PAMU,PAWA,PAWU LAND TRUST",Family Outstation,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-21.61391,132.44114,https://bushtel.nt.gov.au/profile/109
629,MOUNT CATT,BAMIRRAKURLU,Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,12,Homelands Service Provider Report 2023,-13.80018,134.43241,https://bushtel.nt.gov.au/profile/629
957,MOUNT JEAN,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-13.53259,134.17191,https://bushtel.nt.gov.au/profile/957
790,MOUNT PEACHY,"NO. 1 BORE,SYD KENNY'S CAMP",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,4,Homelands Service Provider Report 2023,-24.39416,133.87181,https://bushtel.nt.gov.au/profile/790
875,MOUNT TWELLAR,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,17,Homelands Service Provider Report 2023,-23.54198,133.62279,https://bushtel.nt.gov.au/profile/875
855,MT EAGLEBEAK,No aliases recorded with NTG DIPL,Family Outstation,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,24,Homelands Service Provider Report 2023,-22.9564,135.19891,https://bushtel.nt.gov.au/profile/855
702,MT MAIYO,MULLUYA,Family Outstation,VICTORIA DALY,DAGURAGU,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-17.69491,129.39755,https://bushtel.nt.gov.au/profile/702
964,MU-GURTA,No aliases recorded with NTG DIPL,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,12,Homelands Service Provider Report 2023,-12.25897,134.50814,https://bushtel.nt.gov.au/profile/964
1001,MUCKATY,MARNYWUNGU,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-18.63932,133.8959,https://bushtel.nt.gov.au/profile/1001
380,MUDGINBERRI,No aliases recorded with NTG DIPL,Family Outstation,WEST ARNHEM,KAKADU,NORTHERN LAND COUNCIL,ARAFURA,TOP END,40,Homelands Service Provider Report 2023,-12.59772,132.87334,https://bushtel.nt.gov.au/profile/380
808,MUDHAMUL,"MARTHAKAL,MUTHAMAL",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.16089,136.17208,https://bushtel.nt.gov.au/profile/808
118,MULGA BORE,"AKAYA,AKAYE,ATARTINGA,ATHATHENG",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,CENTRAL AUSTRALIA,46,Homelands Service Provider Report 2023,-22.45139,134.20944,https://bushtel.nt.gov.au/profile/118
538,MULGURRAM,"MANGU,MULGURRUM",Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.40196,134.96085,https://bushtel.nt.gov.au/profile/538
884,MULINGI,"MT GREENWOOD,MULINGNE",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,8,Homelands Service Provider Report 2023,-13.92666,129.95077,https://bushtel.nt.gov.au/profile/884
382,MUMEKA,"MOMEKA,MORMEGA",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.36306,134.13579,https://bushtel.nt.gov.au/profile/382
630,MUMPUMAMPU,"MAMBUMAMBU,MIALURRA,MUMBA MUMBA,MUMBO MUMBO,MUMBU MUMBU",Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.38418,135.32835,https://bushtel.nt.gov.au/profile/630
801,MUMUKALA,"MAMUKALA,MUMAKALA",Family Outstation,WEST ARNHEM,KAKADU,NORTHERN LAND COUNCIL,ARAFURA,TOP END,10,Homelands Service Provider Report 2023,-12.61137,132.66648,https://bushtel.nt.gov.au/profile/801
248,MUNGALAWURRU,"MANGALAWARRA,MANGALAWU,MANGARLWURRA",Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,15,Homelands Service Provider Report 2023,-19.38253,133.59552,https://bushtel.nt.gov.au/profile/248
647,MUNGURRUPA,"MANGKURRUPA,MANGKURRURPA,MONGREL DOWNS,MUNGKURRUPA,TANAMI DOWNS",Family Outstation,CENTRAL DESERT,NORTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-20.58481,129.73313,https://bushtel.nt.gov.au/profile/647
249,MUNYALINI,"CAMPBELL SPRINGS,MINYALLINI",Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,44,Homelands Service Provider Report 2023,-16.09259,136.18938,https://bushtel.nt.gov.au/profile/249
977,MURGENELLA PLAINS,ARRDUKBUKBUN,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.71041,132.91239,https://bushtel.nt.gov.au/profile/977
858,MURRANJI,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,4,Homelands Service Provider Report 2023,-16.83598,132.8107,https://bushtel.nt.gov.au/profile/858
688,MURTULKI,MURTALKI,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.91784,134.38936,https://bushtel.nt.gov.au/profile/688
689,MURUN MURULA,"MURAN MURULA,MURRA MURULA,MURRAMARULA,MURU MURULA,MURULMURULA",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-18.49908,137.51754,https://bushtel.nt.gov.au/profile/689
648,MURUNING,"DARBY'S,MURINGUNG,MURRUNING,TIMBER CREEK",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,50,Homelands Service Provider Report 2023,-15.67527,130.48457,https://bushtel.nt.gov.au/profile/648
764,MUYIN,"MOYEN,MUYINNGA",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.15972,129.00489,https://bushtel.nt.gov.au/profile/764
678,MYATT,"5 MILE,FIVE MILE,GULARDI,JERRY'S",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,12,Homelands Service Provider Report 2023,-15.70656,130.48335,https://bushtel.nt.gov.au/profile/678
395,NABARLEK,NARBALEK,Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.30829,133.29216,https://bushtel.nt.gov.au/profile/395
887,NABBARLA KUNINDABBA,"NAQARLA,ROCKY POINT",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.06125,134.40225,https://bushtel.nt.gov.au/profile/887
886,NADILMUK,NDJUDDA POINT,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,5,Homelands Service Provider Report 2023,-11.99384,134.29454,https://bushtel.nt.gov.au/profile/886
396,NADIRRI,"NARDIDI,NARDIRRI",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-13.95376,129.76657,https://bushtel.nt.gov.au/profile/396
541,NALIYINDI,"NALIYINJI,NALYINDI,NAYAWILI,NGLIYINDI",Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,,Not recorded,-12.54196,135.17863,https://bushtel.nt.gov.au/profile/541
1026,NAMA,WUDIPULINAMA,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,28,Homelands Service Provider Report 2023,-14.22945,129.85879,https://bushtel.nt.gov.au/profile/1026
906,NAMERINNI,TOMKINSON CREEK,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-18.56818,133.71549,https://bushtel.nt.gov.au/profile/906
389,NAMUGARDABU,"NAMAGARDABU,NAMAGARRARBU,NAMURGARDABU",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.15779,134.02473,https://bushtel.nt.gov.au/profile/389
392,NANGAK,NANGARK,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,14,Homelands Service Provider Report 2023,-12.21148,134.28387,https://bushtel.nt.gov.au/profile/392
393,NANGU,POINT PEARCE,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-14.37314,129.37335,https://bushtel.nt.gov.au/profile/393
543,NANYINGBURRA,"NANGABURA,NANGINGBURRA,NANGINYBURRA,NANINGBURA POINT",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,7,Homelands Service Provider Report 2023,-11.76057,135.87365,https://bushtel.nt.gov.au/profile/543
974,NAPAGUNPA,NGAPAGUNPA,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.10426,133.61851,https://bushtel.nt.gov.au/profile/974
873,NATJITNAMA,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-24.02113,132.98113,https://bushtel.nt.gov.au/profile/873
341,NDJUDDA,"NDJUDDA POINT,NJUDDA,NJUDDA POINT",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-11.98809,134.24773,https://bushtel.nt.gov.au/profile/341
716,NEMARLUK,No aliases recorded with NTG DIPL,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,24,Homelands Service Provider Report 2023,-14.24122,130.00325,https://bushtel.nt.gov.au/profile/716
121,NEW BORE,WADIYAWANU,Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,9,Homelands Service Provider Report 2023,-23.22172,131.32769,https://bushtel.nt.gov.au/profile/121
545,NGADUMIYERRKA,"LITTLE PARADISE,NGADUMI TERRN",Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,27,Homelands Service Provider Report 2023,-13.82001,136.4564,https://bushtel.nt.gov.au/profile/545
16207,NGANGURR,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-25.22205,129.9158,https://bushtel.nt.gov.au/profile/16207
765,NGANKIRITJA,NGANRRITJA,Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,10,Homelands Service Provider Report 2023,-23.46459,131.87969,https://bushtel.nt.gov.au/profile/765
731,NGAPPAMILARNU,"MANGALAURNA,NGAPAMILARNU,NGAPPAMILARWU,PAWARINJI,YANKIRIKILANGU,YANKIRRAKALONG",Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.86188,133.27846,https://bushtel.nt.gov.au/profile/731
430,NGARDINITCHI,"NGARDINITH,WENTEK,WENTES NGANAMI WENTEK",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-14.19288,129.48431,https://bushtel.nt.gov.au/profile/430
